,id,title,release_date,vote_average,overview,genre_ids,popularity,poster_path,genres,release_year
723,285,Pirates of the Caribbean: At World's End,2007-05-19,7.259,"Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance.","[12, 14, 28]",15.6027,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,"Adventure, Fantasy, Action",2007
724,861,Total Recall,1990-06-01,7.309,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company that manufactures memories. When his memory implant goes wrong, Doug can no longer be sure what is and isn't reality.","[28, 12, 878]",18.2129,/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,"Action, Adventure, Science Fiction",1990
725,9738,Fantastic Four,2005-06-29,5.785,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.","[28, 14, 878]",17.6133,/4YMcYEFS8sFuW3soP1HVmgR3cSm.jpg,"Action, Fantasy, Science Fiction",2005
726,10625,Mean Girls,2004-04-30,7.217,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","[18, 35]",15.2109,/alKvY5LuVcXraRBfi5UtVV8Ii6Y.jpg,"Drama, Comedy",2004
727,752,V for Vendetta,2006-02-23,7.898,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","[28, 53, 878]",17.1665,/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,"Action, Thriller, Science Fiction",2006
728,1380405,The Chosen: Last Supper,2025-03-27,7.333,"Jesus rides into the holy city as king, but finds His Father’s house has been turned from a place of prayer into a corrupt market. As the Jewish High Priest schemes against the would-be Messiah, Jesus strikes first—turning the tables on religious corruption.","[18, 36, 12]",15.0304,/aRO7Oy3o6MAZbIiSFw4eYLY5qMp.jpg,"Drama, History, Adventure",2025
729,170,28 Days Later,2002-10-31,7.232,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","[27, 53, 878]",14.6626,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,"Horror, Thriller, Science Fiction",2002
730,70160,The Hunger Games,2012-03-12,7.215,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.","[878, 12, 14]",16.4272,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,"Science Fiction, Adventure, Fantasy",2012
731,1109255,Parthenope,2024-10-19,6.843,"Parthenope, born in the sea near Naples in 1950, is beautiful, enigmatic, and intelligent. She is shamelessly courted by many. However, beauty comes at a cost.","[10749, 18]",17.3798,/uhMIPArCsAzMKRMtLj2VDqAd6ZO.jpg,"Romance, Drama",2024
732,388,Inside Man,2006-03-17,7.395,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.","[80, 18, 53]",17.2886,/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,"Crime, Drama, Thriller",2006
733,755,From Dusk Till Dawn,1996-01-19,7.029,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.","[27, 28, 53, 80]",17.3312,/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg,"Horror, Action, Thriller, Crime",1996
734,4234,Scream 3,2000-02-04,5.986,"While Sidney Prescott and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.","[27, 9648]",16.6992,/qpH8ToZVlFD1bakL04LkEKodyDI.jpg,"Horror, Mystery",2000
735,957,Spaceballs,1987-06-24,6.838,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?","[35, 878]",16.2606,/cIbr9JRJX4jENulVETd4cAofTAA.jpg,"Comedy, Science Fiction",1987
736,605,The Matrix Revolutions,2003-11-05,6.734,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"[12, 28, 53, 878]",17.2565,/t1wm4PgOQ8e4z1C6tk1yDNrps4T.jpg,"Adventure, Action, Thriller, Science Fiction",2003
737,324786,Hacksaw Ridge,2016-10-07,8.193,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.","[18, 36, 10752]",15.5255,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,"Drama, History, War",2016
738,240,The Godfather Part II,1974-12-20,8.571,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","[18, 80]",15.278,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,"Drama, Crime",1974
739,24124,The Burning,1981-05-08,6.234,"A caretaker at a summer camp is burned when a prank goes tragically wrong. After several years of intensive treatment at hospital, he is released back into society, albeit missing some social skills. What follows is a bloody killing spree with the caretaker making his way back to his old stomping ground to confront one of the youths that accidentally burned him.",[27],15.5545,/d8as1GtCAhlc5rirarnUUd85gJA.jpg,Horror,1981
740,41154,Men in Black 3,2012-05-23,6.527,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.","[28, 35, 878]",15.6018,/90DdoEStzeObs96fsYf4GG544iN.jpg,"Action, Comedy, Science Fiction",2012
741,4256,Scary Movie 3,2003-10-24,5.963,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",[35],16.2763,/9hxL94pzuix9GWwba8dr4luINyo.jpg,Comedy,2003
742,497582,Enola Holmes,2020-09-23,7.258,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.","[12, 9648, 80]",16.3341,/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,"Adventure, Mystery, Crime",2020
743,677179,Creed III,2023-03-01,7.11,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.","[18, 28]",18.172,/cvsXj3I9Q2iyyIo95AecSd1tad7.jpg,"Drama, Action",2023
744,4257,Scary Movie 4,2006-04-12,5.483,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",[35],16.1203,/sEqFdw1wLtY94RKCSPolsHWzn6r.jpg,Comedy,2006
745,412117,The Secret Life of Pets 2,2019-05-24,7.0,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","[12, 16, 35, 10751]",14.5548,/s9xg4V5EDKiphgIksVJ9gewBM11.jpg,"Adventure, Animation, Comedy, Family",2019
746,762504,Nope,2022-07-20,6.8,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.","[27, 9648, 878, 53, 12, 37]",19.4072,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,"Horror, Mystery, Science Fiction, Thriller, Adventure, Western",2022
747,520763,A Quiet Place Part II,2021-05-21,7.471,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.","[878, 53, 27]",19.2032,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,"Science Fiction, Thriller, Horror",2021
748,10674,Mulan,1998-06-18,7.906,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.","[16, 10751, 12]",16.2516,/bj3iSjLlkwHtJrPmvHXa8P7edI9.jpg,"Animation, Family, Adventure",1998
749,375834,"It's Called 'Murder', Baby",1983-06-15,6.3,"In 1940s Los Angeles, private investigator Nick Popodopolis, is hired by actress Dixie Ray, to find her blackmailer.  Edited R version of adult film, Dixie Ray Hollywood Star.",[9648],16.8619,/3t0AGedAVSiVOu8614okkVRyU1i.jpg,Mystery,1983
750,54138,Star Trek Into Darkness,2013-05-05,7.321,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.","[28, 12, 878]",16.3065,/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg,"Action, Adventure, Science Fiction",2013
751,848326,Rebel Moon - Part One: A Child of Fire,2023-12-15,6.255,"When the ruthless forces of the Motherworld threaten a quiet farming village on a distant moon, a mysterious outsider becomes its best hope for survival.","[878, 18, 28]",13.7728,/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,"Science Fiction, Drama, Action",2023
752,10192,Shrek Forever After,2010-05-20,6.381,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.","[35, 12, 14, 16, 10751]",14.1668,/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg,"Comedy, Adventure, Fantasy, Animation, Family",2010
753,629542,The Bad Guys,2022-03-17,7.545,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.","[10751, 35, 80, 12, 16]",17.0138,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,"Family, Comedy, Crime, Adventure, Animation",2022
754,423108,The Conjuring: The Devil Made Me Do It,2021-05-25,7.41,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","[27, 9648, 53]",17.5046,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,"Horror, Mystery, Thriller",2021
